convertedManaCost,toughness,power,edhrecRank,num_rulings,num_sets_printed,colour_U,colour_R,colour_W,colour_G,colour_B,colour_[],rarity_common,rarity_uncommon,rarity_rare,rarity_mythic,prices.paper.2019-08-11
1,1,1,8922,1,4,0,0,0,0,0,0,0,0,1,0,1.55
2,1,2,13317,0,2,0,0,0,0,0,0,0,1,0,0,0.46
3,2,2,2246,1,16,0,0,0,0,0,0,0,1,0,0,0.84
1,1,1,15009,0,20,0,0,0,0,0,0,1,0,0,0,0.2
1,1,1,15129,0,15,0,0,0,0,0,0,1,0,0,0,0.35
2,1,1,17139,0,3,0,0,0,0,0,0,0,1,0,0,0.25
1,1,1,14379,0,3,0,0,0,0,0,0,1,0,0,0,0.22
4,3,3,15992,0,2,0,0,0,0,0,0,1,0,0,0,0.25
1,2,1,15130,0,4,0,0,0,0,0,0,1,0,0,0,0.19
4,3,3,17910,0,3,0,0,0,0,0,0,1,0,0,0,0.19
2,1,1,11197,0,4,0,0,0,0,0,0,0,1,0,0,0.5
3,2,2,7986,0,14,0,0,0,0,0,0,0,0,1,0,0.73
5,4,4,10616,1,3,0,0,0,0,0,0,0,1,0,0,0.78
1,1,1,7439,0,17,0,0,0,0,0,0,1,0,0,0,0.22
2,1,1,6408,0,14,0,0,0,0,0,0,0,1,0,0,0.39
2,1,1,18133,0,2,0,0,0,0,0,0,1,0,0,0,0.2
3,2,2,17541,0,3,0,0,0,0,0,0,0,1,0,0,0.4
3,2,2,17172,0,19,0,0,0,0,0,0,1,0,0,0,0.21
2,1,1,18596,0,3,0,0,0,0,0,0,1,0,0,0,0.19
6,2,2,16991,0,1,0,0,0,0,0,0,0,1,0,0,0.98
5,5,5,16458,0,2,0,0,0,0,0,0,0,1,0,0,0.78
4,2,3,16999,0,11,0,0,0,0,0,0,1,0,0,0,0.2
4,4,3,14503,0,3,0,0,0,0,0,0,1,0,0,0,0.23
2,2,1,9313,0,8,0,0,0,0,0,0,1,0,0,0,0.49
5,4,2,14610,0,3,0,0,0,0,0,0,0,0,1,0,1.75
7,7,7,6825,1,6,0,0,0,0,0,0,0,0,1,0,0.71
7,5,5,5495,0,4,0,0,0,0,0,0,0,0,1,0,7.17
7,6,6,18414,0,3,0,0,0,0,0,0,0,0,1,0,0.36
3,2,2,15528,0,11,0,0,0,0,0,0,1,0,0,0,0.19
2,2,2,16329,0,2,0,0,0,0,0,0,0,1,0,0,0.5
7,6,6,16053,0,5,0,0,0,0,0,0,0,0,1,0,0.4
6,4,4,9255,0,9,0,0,0,0,0,0,0,0,1,0,0.63
5,4,5,17987,0,12,0,0,0,0,0,0,0,1,0,0,0.31
7,5,8,16841,0,3,0,0,0,0,0,0,0,1,0,0,0.36
3,2,2,12632,0,7,0,0,0,0,0,0,1,0,0,0,0.17
4,3,3,17779,0,3,0,0,0,0,0,0,0,1,0,0,0.25
1,1,1,17590,0,2,0,0,0,0,0,0,1,0,0,0,0.23
3,2,2,14829,0,13,0,0,0,0,0,0,1,0,0,0,0.18
3,1,1,114,1,15,0,0,0,0,0,0,0,1,0,0,3.17
4,4,4,12743,1,1,0,0,0,0,0,0,0,0,1,0,0.39
5,2,2,6689,1,4,0,0,0,0,0,0,0,0,1,0,1.33
4,3,2,6796,1,1,0,0,0,0,0,0,0,1,0,0,0.35
2,1,1,16345,1,1,0,0,0,0,0,0,1,0,0,0,0.16
4,3,2,14632,0,1,0,0,0,0,0,0,1,0,0,0,0.16
4,3,3,8850,1,2,0,0,0,0,0,0,0,1,0,0,0.24
5,2,4,17806,1,1,0,0,0,0,0,0,1,0,0,0,0.16
2,1,1,9909,0,1,0,0,0,0,0,0,0,1,0,0,0.26
1,1,1,755,0,7,0,0,0,0,0,0,1,0,0,0,1.4
6,4,4,8992,1,9,0,0,0,0,0,0,1,0,0,0,0.17
2,1,1,12704,0,1,0,0,0,0,0,0,1,0,0,0,0.18
2,1,1,10832,1,1,0,0,0,0,0,0,0,0,1,0,0.42
2,1,1,9581,0,1,0,0,0,0,0,0,1,0,0,0,0.2
4,1,1,4947,0,1,0,0,0,0,0,0,0,1,0,0,1.24
4,3,3,11187,0,1,0,0,0,0,0,0,0,0,1,0,0.65
3,1,2,15684,1,3,0,0,0,0,0,0,1,0,0,0,0.16
7,5,5,974,1,4,0,0,0,0,0,0,0,0,1,0,1.74
10,6,6,5244,0,1,0,0,0,0,0,0,0,0,1,0,2.23
3,2,2,1418,0,4,0,0,0,0,0,0,0,1,0,0,2.46
5,3,3,15430,0,1,0,0,0,0,0,0,0,1,0,0,0.23
3,2,2,4323,1,1,0,0,0,0,0,0,0,1,0,0,1.16
6,5,4,4546,1,8,0,0,0,0,0,0,0,1,0,0,0.25
7,5,5,3604,1,6,0,0,0,0,0,0,0,0,1,0,1.04
2,2,1,18696,0,1,0,0,0,0,0,0,0,0,1,0,0.39
3,1,1,481,0,5,0,0,0,0,0,0,1,0,0,0,0.45
4,3,0,437,1,8,0,0,0,0,0,0,0,0,1,0,1.49
1,1,1,11126,1,1,0,0,0,0,0,0,1,0,0,0,0.19
2,2,2,16723,0,2,0,0,0,0,0,0,1,0,0,0,0.15
4,5,5,12602,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,2,2,1497,1,10,0,0,0,0,0,0,0,1,0,0,1.19
5,5,2,16573,1,2,0,0,0,0,0,0,0,1,0,0,0.24
4,2,2,6414,0,1,0,0,0,0,0,0,1,0,0,0,0.21
3,2,2,8286,0,4,0,0,0,0,0,0,0,1,0,0,0.28
5,3,3,16746,0,1,0,0,0,0,0,0,0,1,0,0,0.25
4,2,2,18095,0,1,0,0,0,0,0,0,1,0,0,0,0.16
5,3,3,5080,1,1,0,0,0,0,0,0,0,0,1,0,1.08
3,3,1,8437,0,1,0,0,0,0,0,0,0,1,0,0,0.25
6,3,5,9519,0,2,0,0,0,0,0,0,0,0,1,0,0.38
6,6,3,10070,0,6,0,0,0,0,0,0,1,0,0,0,0.19
6,4,4,18119,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,4,1,17925,0,1,0,0,0,0,0,0,1,0,0,0,0.16
3,1,1,6860,0,1,0,0,0,0,0,0,0,0,1,0,1.42
3,1,2,6793,1,2,0,0,0,0,0,0,0,1,0,0,0.24
3,3,3,17934,1,1,0,0,0,0,0,0,1,0,0,0,0.16
6,5,6,11872,0,1,0,0,0,0,0,0,0,0,1,0,0.38
8,1,1,13778,0,1,0,0,0,0,0,0,1,0,0,0,0.2
6,4,3,8646,0,5,0,0,0,0,0,0,1,0,0,0,0.17
5,2,2,616,1,10,0,0,0,0,0,0,0,0,1,0,2.23
2,2,2,8276,0,4,0,0,0,0,0,0,0,1,0,0,0.29
4,1,3,18383,0,1,0,0,0,0,0,0,0,1,0,0,0.24
5,4,3,8952,1,4,0,0,0,0,0,0,0,0,1,0,0.51
7,4,3,16043,0,1,0,0,0,0,0,0,0,1,0,0,0.24
8,4,7,15272,0,1,0,0,0,0,0,0,1,0,0,0,0.16
4,3,1,17763,0,1,0,0,0,0,0,0,0,0,1,0,0.41
1,1,1,5009,1,2,0,0,0,0,0,0,1,0,0,0,0.19
6,3,5,5459,1,10,0,0,0,0,0,0,1,0,0,0,0.18
4,1,1,1232,0,3,0,0,0,0,0,0,0,1,0,0,5.49
4,2,3,2314,0,1,0,0,0,0,0,0,1,0,0,0,0.59
7,6,6,9956,1,2,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,1462,0,4,0,0,0,0,0,0,0,1,0,0,0.82
6,3,3,17781,0,1,0,0,0,0,0,0,1,0,0,0,0.19
1,1,0,7390,1,2,0,0,0,0,0,0,0,0,1,0,1.31
3,2,2,16494,0,2,0,0,0,0,0,0,1,0,0,0,0.16
5,4,3,17996,0,1,0,0,0,0,0,0,1,0,0,0,0.17
1,1,1,12945,0,1,0,0,0,0,0,0,1,0,0,0,0.19
6,3,4,18665,0,1,0,0,0,0,0,0,1,0,0,0,0.18
3,4,4,13561,0,2,0,0,0,0,0,0,0,1,0,0,0.25
4,1,4,5835,1,1,0,0,0,0,0,0,0,0,1,0,4.13
3,2,2,5995,0,2,0,0,0,0,0,0,0,0,1,0,0.7
3,2,2,10704,0,2,0,0,0,0,0,0,1,0,0,0,0.19
4,3,3,18452,0,1,0,0,0,0,0,0,1,0,0,0,0.19
5,4,0,15789,1,1,0,0,0,0,0,0,1,0,0,0,0.19
4,1,0,18222,0,1,0,0,0,0,0,0,1,0,0,0,0.19
2,1,1,3262,0,4,0,0,0,0,0,0,0,1,0,0,1.53
4,4,3,6086,1,1,0,0,0,0,0,0,0,0,1,0,5.37
3,1,2,16355,0,1,0,0,0,0,0,0,1,0,0,0,0.17
3,3,3,12464,0,4,0,0,0,0,0,0,0,1,0,0,0.7
2,1,1,12305,0,1,0,0,0,0,0,0,1,0,0,0,0.19
3,2,1,7037,1,1,0,0,0,0,0,0,0,0,1,0,1.99
3,1,1,9617,0,1,0,0,0,0,0,0,1,0,0,0,0.19
5,2,3,6692,1,1,0,0,0,0,0,0,1,0,0,0,0.21
3,3,1,3376,0,1,0,0,0,0,0,0,0,1,0,0,2.94
5,4,4,14159,0,1,0,0,0,0,0,0,1,0,0,0,0.19
4,4,5,15942,1,1,0,0,0,0,0,0,0,0,1,0,2.58
5,3,3,13905,1,1,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,5175,0,2,0,0,0,0,0,0,0,1,0,0,1.24
4,7,7,13164,0,1,0,0,0,0,0,0,0,0,1,0,0.48
6,2,2,3917,0,1,0,0,0,0,0,0,0,1,0,0,2.5
5,4,5,11757,1,4,0,0,0,0,0,0,0,0,1,0,3.36
5,6,6,4574,1,2,0,0,0,0,0,0,0,0,1,0,1.55
2,2,0,1231,1,2,0,0,0,0,0,0,1,0,0,0,2.18
1,1,1,10220,0,1,0,0,0,0,0,0,1,0,0,0,0.23
3,3,4,3213,1,1,0,0,0,0,0,0,0,0,1,0,5.06
1,1,1,10742,0,1,0,0,0,0,0,0,1,0,0,0,0.2
2,1,1,15955,1,1,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,4884,1,4,0,0,0,0,0,0,1,0,0,0,0.95
3,1,1,301,0,6,0,0,0,0,0,0,1,0,0,0,1.84
6,6,3,18714,0,1,0,0,0,0,0,0,1,0,0,0,0.17
3,2,2,6799,0,4,0,0,0,0,0,0,0,0,1,0,13.13
5,3,3,5910,1,1,0,0,0,0,0,0,0,0,1,0,2.55
5,4,4,6241,0,1,0,0,0,0,0,0,0,0,1,0,5
5,4,2,15701,1,1,0,0,0,0,0,0,0,1,0,0,0.22
4,3,2,4457,1,3,0,0,0,0,0,0,0,0,1,0,2.49
3,3,3,11406,0,3,0,0,0,0,0,0,0,1,0,0,0.22
5,4,4,7192,1,1,0,0,0,0,0,0,0,0,1,0,4.5
1,1,0,11129,0,3,0,0,0,0,0,0,1,0,0,0,0.19
5,3,3,17471,1,1,0,0,0,0,0,0,1,0,0,0,0.18
3,1,2,14460,0,1,0,0,0,0,0,0,1,0,0,0,0.19
6,8,8,8581,1,1,0,0,0,0,0,0,0,1,0,0,0.25
4,2,2,11087,1,1,0,0,0,0,0,0,0,0,1,0,0.71
7,6,7,8965,1,1,0,0,0,0,0,0,0,0,1,0,0.5
4,2,2,12269,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,1,1,13665,0,2,0,0,0,0,0,0,1,0,0,0,0.17
6,3,3,14872,1,1,0,0,0,0,0,0,1,0,0,0,0.18
2,1,2,6064,0,1,0,0,0,0,0,0,0,1,0,0,0.99
2,1,1,6371,1,3,0,0,0,0,0,0,0,1,0,0,0.25
1,1,1,10878,0,1,0,0,0,0,0,0,1,0,0,0,0.2
7,8,4,9216,1,2,0,0,0,0,0,0,0,0,1,0,0.6
2,3,1,7346,0,1,0,0,0,0,0,0,1,0,0,0,0.24
4,2,2,18541,1,1,0,0,0,0,0,0,1,0,0,0,0.17
3,2,3,4620,1,6,0,0,0,0,0,0,0,1,0,0,3.01
2,1,1,13922,0,1,0,0,0,0,0,0,1,0,0,0,0.19
4,4,1,4514,1,1,0,0,0,0,0,0,0,0,1,0,4.2
7,5,7,2667,1,1,0,0,0,0,0,0,0,0,1,0,9.25
5,3,3,4249,1,1,0,0,0,0,0,0,0,1,0,0,2.88
3,3,3,7040,1,1,0,0,0,0,0,0,0,1,0,0,0.28
7,6,7,16581,0,1,0,0,0,0,0,0,1,0,0,0,0.18
4,1,1,18961,0,1,0,0,0,0,0,0,1,0,0,0,0.18
1,1,1,10574,0,1,0,0,0,0,0,0,1,0,0,0,0.24
2,1,2,17307,1,1,0,0,0,0,0,0,1,0,0,0,0.18
4,2,2,16130,1,1,0,0,0,0,0,0,0,1,0,0,0.24
5,3,3,14574,1,1,0,0,0,0,0,0,1,0,0,0,0.18
6,5,5,2211,0,2,0,0,0,0,0,0,0,0,1,0,1.7
2,1,1,9400,1,2,0,0,0,0,0,0,0,1,0,0,0.25
2,1,1,1991,0,6,0,0,0,0,0,0,0,1,0,0,0.25
6,4,6,10492,0,1,0,0,0,0,0,0,1,0,0,0,0.22
7,5,5,5731,1,1,0,0,0,0,0,0,0,0,1,0,1.67
2,1,1,11817,0,1,0,0,0,0,0,0,1,0,0,0,0.7
4,3,3,18973,0,1,0,0,0,0,0,0,1,0,0,0,0.17
4,2,2,2123,1,5,0,0,0,0,0,0,0,1,0,0,0.71
1,1,1,13387,0,1,0,0,0,0,0,0,1,0,0,0,0.18
5,6,3,12979,0,1,0,0,0,0,0,0,1,0,0,0,0.17
1,1,2,12433,0,1,0,0,0,0,0,0,1,0,0,0,0.23
3,2,2,10432,0,1,0,0,0,0,0,0,0,0,1,0,2.33
3,4,1,6595,1,1,0,0,0,0,0,0,0,0,1,0,1.87
5,5,5,7940,0,1,0,0,0,0,0,0,0,0,1,0,2
7,4,4,16946,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,2,2,18348,0,1,0,0,0,0,0,0,1,0,0,0,0.18
3,4,4,6994,0,4,0,0,0,0,0,0,0,1,0,0,0.28
3,1,2,16445,1,1,0,0,0,0,0,0,1,0,0,0,0.2
5,2,3,775,1,3,0,0,0,0,0,0,0,0,1,0,1.52
2,2,2,12171,1,1,0,0,0,0,0,0,0,1,0,0,0.24
2,1,1,14693,0,3,0,0,0,0,0,0,0,1,0,0,0.23
4,3,3,17532,0,1,0,0,0,0,0,0,1,0,0,0,0.18
5,2,2,9522,0,1,0,0,0,0,0,0,0,1,0,0,0.99
5,3,3,2972,1,2,0,0,0,0,0,0,0,0,1,0,6.05
6,4,5,10466,0,3,0,0,0,0,0,0,0,1,0,0,0.23
4,2,2,16448,0,1,0,0,0,0,0,0,1,0,0,0,0.19
2,2,1,11426,0,1,0,0,0,0,0,0,1,0,0,0,0.19
4,4,2,16976,1,1,0,0,0,0,0,0,1,0,0,0,0.19
2,2,2,10545,1,2,0,0,0,0,0,0,1,0,0,0,0.34
2,2,2,18801,1,1,0,0,0,0,0,0,1,0,0,0,0.19
5,2,5,15620,1,2,0,0,0,0,0,0,1,0,0,0,0.2
1,1,1,14401,0,1,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,12392,0,1,0,0,0,0,0,0,0,1,0,0,0.24
2,1,2,9543,0,2,0,0,0,0,0,0,1,0,0,0,0.19
3,3,1,16993,1,1,0,0,0,0,0,0,1,0,0,0,0.2
4,4,4,18154,0,1,0,0,0,0,0,0,0,1,0,0,0.21
1,1,1,14707,0,1,0,0,0,0,0,0,1,0,0,0,0.19
2,1,2,17182,0,1,0,0,0,0,0,0,1,0,0,0,0.18
2,1,1,13134,0,1,0,0,0,0,0,0,1,0,0,0,0.2
4,3,3,18156,0,1,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,3951,1,3,0,0,0,0,0,0,0,0,1,0,0.49
2,1,2,12623,0,1,0,0,0,0,0,0,0,1,0,0,0.25
4,3,4,6937,1,2,0,0,0,0,0,0,0,0,1,0,1.96
3,3,2,17376,1,1,0,0,0,0,0,0,1,0,0,0,0.19
1,1,2,14510,0,1,0,0,0,0,0,0,0,1,0,0,0.36
2,1,2,11322,0,2,0,0,0,0,0,0,0,1,0,0,0.23
3,2,2,17202,1,1,0,0,0,0,0,0,1,0,0,0,0.19
4,3,1,7473,1,1,0,0,0,0,0,0,0,0,1,0,1.75
6,5,5,3590,1,4,0,0,0,0,0,0,0,0,1,0,0.82
6,5,5,14933,1,1,0,0,0,0,0,0,0,0,1,0,0.37
2,2,2,2533,1,3,0,0,0,0,0,0,0,0,1,0,10.01
4,3,3,17773,0,1,0,0,0,0,0,0,1,0,0,0,0.17
3,2,3,12405,0,1,0,0,0,0,0,0,0,1,0,0,0.24
5,4,6,18648,0,1,0,0,0,0,0,0,1,0,0,0,0.18
4,3,3,12939,0,1,0,0,0,0,0,0,1,0,0,0,0.18
3,4,3,12097,0,4,0,0,0,0,0,0,0,1,0,0,0.47
4,4,4,3503,1,2,0,0,0,0,0,0,0,0,1,0,3.13
7,7,5,5821,1,1,0,0,0,0,0,0,0,0,1,0,1.05
6,9,9,9530,1,1,0,0,0,0,0,0,0,0,1,0,0.5
6,5,3,18652,0,1,0,0,0,0,0,0,1,0,0,0,0.19
8,6,6,818,1,3,0,0,0,0,0,0,0,0,1,0,4.99
1,1,1,16850,0,1,0,0,0,0,0,0,1,0,0,0,0.18
4,4,5,12634,1,1,0,0,0,0,0,0,0,1,0,0,0.24
4,2,3,12634,1,1,0,0,0,0,0,0,0,1,0,0,0.24
4,2,4,4782,1,1,0,0,0,0,0,0,0,1,0,0,0.25
4,0,0,1213,1,2,0,0,0,0,0,0,0,0,1,0,0.59
8,6,6,6294,1,3,0,0,0,0,0,0,0,0,1,0,0.35
4,3,2,14739,0,1,0,0,0,0,0,0,1,0,0,0,0.18
2,1,3,2491,1,3,0,0,0,0,0,0,0,0,1,0,0.73
3,4,4,10240,1,1,0,0,0,0,0,0,0,1,0,0,0.25
4,4,4,11698,1,1,0,0,0,0,0,0,0,1,0,0,0.25
4,3,3,11698,1,1,0,0,0,0,0,0,0,1,0,0,0.25
3,1,4,6427,1,1,0,0,0,0,0,0,1,0,0,0,0.2
3,3,4,5651,1,1,0,0,0,0,0,0,0,1,0,0,0.26
3,3,3,5651,1,1,0,0,0,0,0,0,0,1,0,0,0.26
4,3,3,8384,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,3,2,2600,1,2,0,0,0,0,0,0,0,0,1,0,0.49
3,2,3,10864,1,1,0,0,0,0,0,0,1,0,0,0,0.17
3,1,3,13430,1,1,0,0,0,0,0,0,1,0,0,0,0.16
3,4,4,11403,1,1,0,0,0,0,0,0,1,0,0,0,0.18
3,2,2,11403,1,1,0,0,0,0,0,0,1,0,0,0,0.18
3,1,2,7767,1,2,0,0,0,0,0,0,1,0,0,0,0.17
5,4,5,6549,1,1,0,0,0,0,0,0,0,1,0,0,0.25
2,2,3,9885,1,1,0,0,0,0,0,0,0,1,0,0,0.24
2,1,2,9885,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,2,3,14162,0,2,0,0,0,0,0,0,1,0,0,0,0.18
2,1,2,3612,1,2,0,0,0,0,0,0,0,0,1,0,0.46
2,1,3,14754,0,1,0,0,0,0,0,0,1,0,0,0,0.18
3,2,2,1124,1,2,0,0,0,0,0,0,0,0,1,0,3.46
7,4,4,6340,1,3,0,0,0,0,0,0,0,0,1,0,0.3
4,4,2,9582,1,1,0,0,0,0,0,0,1,0,0,0,0.17
4,1,1,7132,0,1,0,0,0,0,0,0,0,1,0,0,0.25
2,3,3,1549,1,1,0,0,0,0,0,0,0,1,0,0,1.97
2,2,2,1549,1,1,0,0,0,0,0,0,0,1,0,0,1.97
4,1,0,11226,1,3,0,0,0,0,0,0,0,0,1,0,0.34
4,4,4,11226,1,3,0,0,0,0,0,0,0,0,1,0,0.34
2,2,1,11930,0,1,0,0,0,0,0,0,1,0,0,0,0.18
5,4,2,13911,1,1,0,0,0,0,0,0,1,0,0,0,0.17
2,3,1,9237,0,1,0,0,0,0,0,0,0,1,0,0,0.24
1,1,2,4001,1,2,0,0,0,0,0,0,0,0,1,0,0.69
3,3,1,11336,1,1,0,0,0,0,0,0,1,0,0,0,0.16
6,4,4,7103,1,3,0,0,0,0,0,0,0,0,1,0,0.35
4,3,3,1573,1,2,0,0,0,0,0,0,0,0,1,0,0.6
2,1,2,14770,1,1,0,0,0,0,0,0,1,0,0,0,0.16
5,5,6,9623,1,1,0,0,0,0,0,0,1,0,0,0,0.17
5,4,5,9623,1,1,0,0,0,0,0,0,1,0,0,0,0.17
3,3,4,5596,1,2,0,0,0,0,0,0,0,0,1,0,0.6
3,2,3,5596,1,2,0,0,0,0,0,0,0,0,1,0,0.6
5,7,7,6696,1,2,0,0,0,0,0,0,0,0,0,1,0.66
2,2,2,13828,0,2,0,0,0,0,0,0,1,0,0,0,0.17
5,4,4,11849,1,2,0,0,0,0,0,0,0,1,0,0,0.25
2,1,2,10089,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,3,3,11406,0,3,0,0,0,0,0,0,0,1,0,0,0.24
4,9,4,6805,1,2,0,0,0,0,0,0,0,0,0,1,0.74
3,4,2,11504,0,1,0,0,0,0,0,0,0,1,0,0,0.24
1,1,1,3377,0,4,0,0,0,0,0,0,0,1,0,0,0.24
2,2,2,2020,1,2,0,0,0,0,0,0,0,0,1,0,0.69
2,2,3,6505,1,1,0,0,0,0,0,0,0,1,0,0,0.34
2,1,2,6505,1,1,0,0,0,0,0,0,0,1,0,0,0.34
3,5,3,4843,1,1,0,0,0,0,0,0,0,1,0,0,0.29
3,3,2,4843,1,1,0,0,0,0,0,0,0,1,0,0,0.29
2,2,4,8779,1,1,0,0,0,0,0,0,1,0,0,0,0.19
2,1,2,8779,1,1,0,0,0,0,0,0,1,0,0,0,0.19
5,3,5,14361,1,1,0,0,0,0,0,0,1,0,0,0,0.18
3,3,3,13664,1,1,0,0,0,0,0,0,1,0,0,0,0.18
4,2,5,14999,0,1,0,0,0,0,0,0,1,0,0,0,0.17
5,3,4,7434,1,3,0,0,0,0,0,0,0,1,0,0,0.25
1,1,1,1776,1,1,0,0,0,0,0,0,0,1,0,0,1.15
3,3,3,8791,1,2,0,0,0,0,0,0,0,0,1,0,0.35
4,5,2,17872,1,1,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,4549,0,1,0,0,0,0,0,0,1,0,0,0,0.29
4,3,3,13312,1,3,0,0,0,0,0,0,1,0,0,0,0.17
4,3,3,15115,0,1,0,0,0,0,0,0,1,0,0,0,0.17
6,6,6,13525,1,1,0,0,0,0,0,0,1,0,0,0,0.17
2,2,3,6952,1,1,0,0,0,0,0,0,0,1,0,0,0.25
2,1,2,6952,1,1,0,0,0,0,0,0,0,1,0,0,0.25
3,3,4,11416,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,3,2,11416,1,1,0,0,0,0,0,0,0,1,0,0,0.24
2,4,4,7552,1,1,0,0,0,0,0,0,0,1,0,0,0.34
2,3,3,7552,1,1,0,0,0,0,0,0,0,1,0,0,0.34
5,5,3,11941,0,1,0,0,0,0,0,0,1,0,0,0,0.17
1,2,1,9718,1,1,0,0,0,0,0,0,1,0,0,0,0.2
4,2,2,6658,1,4,0,0,0,0,0,0,0,1,0,0,0.24
2,3,0,4079,1,1,0,0,0,0,0,0,0,1,0,0,0.35
5,3,3,7802,0,3,0,0,0,0,0,0,0,0,1,0,0.35
3,3,2,11646,1,1,0,0,0,0,0,0,1,0,0,0,0.18
4,5,4,6193,1,4,0,0,0,0,0,0,0,0,0,1,0.74
2,4,0,11674,1,1,0,0,0,0,0,0,1,0,0,0,0.17
2,2,2,16938,1,1,0,0,0,0,0,0,1,0,0,0,0.17
6,7,7,15351,1,1,0,0,0,0,0,0,0,1,0,0,0.23
4,1,3,13051,0,1,0,0,0,0,0,0,0,1,0,0,0.24
7,5,5,14792,0,3,0,0,0,0,0,0,0,0,1,0,0.35
3,1,2,14889,0,1,0,0,0,0,0,0,1,0,0,0,0.17
2,1,1,5782,1,1,0,0,0,0,0,0,0,1,0,0,0.25
2,1,2,3912,0,1,0,0,0,0,0,0,0,1,0,0,0.25
4,3,4,7308,0,1,0,0,0,0,0,0,0,1,0,0,0.25
2,3,3,12611,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,2,3,16949,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,4,2,3816,1,1,0,0,0,0,0,0,0,1,0,0,0.25
3,2,2,3816,1,1,0,0,0,0,0,0,0,1,0,0,0.25
3,3,3,3042,1,2,0,0,0,0,0,0,0,0,1,0,3.09
4,3,2,7709,1,2,0,0,0,0,0,0,1,0,0,0,0.17
2,2,2,11384,0,1,0,0,0,0,0,0,1,0,0,0,0.18
2,1,1,6046,1,1,0,0,0,0,0,0,1,0,0,0,0.21
2,1,2,5349,0,2,0,0,0,0,0,0,0,0,1,0,0.95
2,3,1,12133,1,3,0,0,0,0,0,0,0,1,0,0,0.25
5,3,3,12231,1,1,0,0,0,0,0,0,0,1,0,0,0.25
3,1,2,8365,0,7,0,0,0,0,0,0,0,1,0,0,0.24
2,2,2,1511,1,2,0,0,0,0,0,0,0,0,0,1,8.97
4,4,2,12388,0,1,0,0,0,0,0,0,1,0,0,0,0.18
2,3,1,9703,0,1,0,0,0,0,0,0,1,0,0,0,0.17
1,2,1,6808,0,4,0,0,0,0,0,0,1,0,0,0,0.17
2,2,2,11098,1,2,0,0,0,0,0,0,0,0,1,0,0.36
2,3,1,13946,0,1,0,0,0,0,0,0,1,0,0,0,0.17
6,6,6,17351,1,1,0,0,0,0,0,0,1,0,0,0,0.16
4,5,1,16805,0,1,0,0,0,0,0,0,1,0,0,0,0.16
3,2,2,4748,0,2,0,0,0,0,0,0,0,0,1,0,0.48
3,2,3,2340,1,2,0,0,0,0,0,0,0,0,1,0,0.49
1,4,3,11355,1,1,0,0,0,0,0,0,0,1,0,0,0.25
4,6,5,10341,1,1,0,0,0,0,0,0,1,0,0,0,0.19
4,4,3,10341,1,1,0,0,0,0,0,0,1,0,0,0,0.19
4,3,3,7441,1,3,0,0,0,0,0,0,0,0,1,0,0.35
3,2,2,9228,0,1,0,0,0,0,0,0,0,1,0,0,0.24
4,3,3,15042,1,1,0,0,0,0,0,0,1,0,0,0,0.16
4,1,1,3326,1,2,0,0,0,0,0,0,0,0,0,1,1.9
1,1,1,15890,0,1,0,0,0,0,0,0,1,0,0,0,0.17
3,3,2,9896,0,1,0,0,0,0,0,0,1,0,0,0,0.17
4,1,3,10046,1,1,0,0,0,0,0,0,0,1,0,0,0.25
3,3,2,10439,0,1,0,0,0,0,0,0,1,0,0,0,0.17
5,3,3,16633,0,1,0,0,0,0,0,0,1,0,0,0,0.16
4,2,4,11141,0,1,0,0,0,0,0,0,1,0,0,0,0.16
2,1,1,3605,1,2,0,0,0,0,0,0,0,0,1,0,1.99
2,8,7,2391,1,2,0,0,0,0,0,0,0,0,1,0,12.63
2,4,0,2391,1,2,0,0,0,0,0,0,0,0,1,0,12.63
5,5,4,11618,0,2,0,0,0,0,0,0,1,0,0,0,0.18
1,2,1,3460,1,1,0,0,0,0,0,0,1,0,0,0,0.67
3,2,3,442,1,2,0,0,0,0,0,0,0,0,1,0,9
3,2,3,14925,1,2,0,0,0,0,0,0,0,1,0,0,0.24
1,1,1,7356,1,2,0,0,0,0,0,0,0,1,0,0,0.25
1,3,2,16827,1,1,0,0,0,0,0,0,0,1,0,0,0.25
1,1,1,16827,1,1,0,0,0,0,0,0,0,1,0,0,0.25
5,5,3,8987,1,2,0,0,0,0,0,0,1,0,0,0,0.15
3,2,3,6528,0,1,0,0,0,0,0,0,0,1,0,0,0.25
3,3,3,10584,1,1,0,0,0,0,0,0,0,1,0,0,0.25
